Timestamp,Value 1,Value 2
1661454554915,-22.841179,-47.054348
1661454555915,-22.84118,-47.054348
1661454556915,-22.84118,-47.054348
1661454558000,-22.84118,-47.054348
1661454559000,-22.841179,-47.054344
1661454560000,-22.841179,-47.05434
1661454561000,-22.841179,-47.05434
1661454562000,-22.84118,-47.054344
1661454564000,-22.841183,-47.054344
1661454565000,-22.841183,-47.054344
1661454565370,-22.841183,-47.054344
1661454566000,-22.841183,-47.054344
1661454567000,-22.841183,-47.05434
1661454568000,-22.841183,-47.05434
1661454569000,-22.841183,-47.054344
1661454570000,-22.841183,-47.054344
1661454571000,-22.84118,-47.054344
1661454572000,-22.84118,-47.054344
1661454573000,-22.841179,-47.054344
1661454574000,-22.841183,-47.054344
1661454575000,-22.841183,-47.054344
1661454576000,-22.841185,-47.054348
1661454577000,-22.841185,-47.054348
1661454578000,-22.841185,-47.054348
1661454579000,-22.84118,-47.054344
1661454580000,-22.841179,-47.05434
1661454581000,-22.841179,-47.054344
1661454582000,-22.841179,-47.054344
1661454583000,-22.841179,-47.054344
1661454584000,-22.84118,-47.054337
1661454585000,-22.84118,-47.054337
1661454587000,-22.841183,-47.054337
1661454588000,-22.841185,-47.054337
1661454589000,-22.84118,-47.05434
1661454590000,-22.84118,-47.05434
1661454591000,-22.84118,-47.05434
1661454592000,-22.84118,-47.05434
1661454593000,-22.84118,-47.054344
1661454594000,-22.84118,-47.054344
1661454595000,-22.841183,-47.054344
1661454596000,-22.841183,-47.054348
1661454597000,-22.841183,-47.054348
1661454598000,-22.841183,-47.054348
1661454599000,-22.84118,-47.054344
1661454600000,-22.841183,-47.054344
1661454601000,-22.841183,-47.054344
1661454602000,-22.841183,-47.054344
1661454603000,-22.841183,-47.054344
1661454604000,-22.841183,-47.054344
1661454605000,-22.841183,-47.054344
1661454606000,-22.841185,-47.054344
1661454607000,-22.841185,-47.054344
1661454608000,-22.841185,-47.054344
1661454609000,-22.841183,-47.054344
1661454610000,-22.84118,-47.054344
1661454611000,-22.84118,-47.054344
1661454612000,-22.841179,-47.054344
1661454613000,-22.841179,-47.054344
1661454614000,-22.841179,-47.05434
1661454615000,-22.841179,-47.05434
1661454616000,-22.841179,-47.05434
1661454617000,-22.841179,-47.054337
1661454618000,-22.841179,-47.054337
1661454619000,-22.841179,-47.05434
1661454620000,-22.841179,-47.05434
1661454621000,-22.841179,-47.05434
1661454622000,-22.841179,-47.05434
1661454623000,-22.841179,-47.05434
1661454624000,-22.841179,-47.05434
1661454625000,-22.841179,-47.05434
1661454630566,-22.841179,-47.05434
1661454635613,-22.841179,-47.05434
1661454640662,-22.841177,-47.054337
1661454645607,-22.841177,-47.054337
1661454650602,-22.841177,-47.054337
1661454655696,-22.841177,-47.054337
1661454660642,-22.841177,-47.054333
1661454665723,-22.841179,-47.054337
1661454670676,-22.841177,-47.054333
1661454675754,-22.841175,-47.054337
1661454680729,-22.841175,-47.054337
1661454685765,-22.841175,-47.054337
1661454690744,-22.841177,-47.054337
1661454695774,-22.841177,-47.05433
1661454700770,-22.841173,-47.054337
1661454705791,-22.841175,-47.054337
1661454710831,-22.841177,-47.054333
1661454715827,-22.841175,-47.054337
1661454720876,-22.841177,-47.054337
1661454725904,-22.841177,-47.054337
1661454730939,-22.841177,-47.054337
1661454735907,-22.841177,-47.054337
1661454740909,-22.841179,-47.054333
1661454745914,-22.841175,-47.054337
1661454750986,-22.841177,-47.05434
1661454755994,-22.841177,-47.05434
1661454760935,-22.841177,-47.05434
1661454766014,-22.841175,-47.054337
1661454770992,-22.841177,-47.054337
1661454774000,-22.841179,-47.054337
1661454775993,-22.841179,-47.054333
1661454776000,-22.841177,-47.054333
1661454778000,-22.841177,-47.054333
1661454779000,-22.841177,-47.054333
1661454780000,-22.841177,-47.054333
1661454782000,-22.841177,-47.054333
1661454783000,-22.841179,-47.054333
1661454785000,-22.841179,-47.054333
1661454787000,-22.841179,-47.054333
1661454789000,-22.841179,-47.054333
1661454790000,-22.841179,-47.054333
1661454791000,-22.841179,-47.054333
1661454792000,-22.841179,-47.054333
1661454793000,-22.841179,-47.054337
1661454794000,-22.841179,-47.054337
1661454795000,-22.841179,-47.054337
1661454796000,-22.84118,-47.054337
1661454797000,-22.84118,-47.054337
1661454798000,-22.841183,-47.054337
1661454799000,-22.841185,-47.05434
1661454800000,-22.841187,-47.054337
1661454801000,-22.841188,-47.054337
1661454802000,-22.841187,-47.054337
1661454803000,-22.841187,-47.054337
1661454804000,-22.841187,-47.054337
1661454805000,-22.841185,-47.054337
1661454806000,-22.841185,-47.054337
1661454807000,-22.841187,-47.054337
1661454808000,-22.841187,-47.054337
1661454809000,-22.84119,-47.054337
1661454810000,-22.841192,-47.054337
1661454816128,-22.841204,-47.05434
1661454821198,-22.84121,-47.054344
1661454826172,-22.841263,-47.05435
1661454831210,-22.841185,-47.054337
1661454836250,-22.841179,-47.05434
1661454841312,-22.841187,-47.054337
1661454846289,-22.84118,-47.054337
1661454851256,-22.841183,-47.05434
1661454856322,-22.84118,-47.054337
1661454861333,-22.84118,-47.054337
1661454866314,-22.841183,-47.054344
1661454871340,-22.84118,-47.054337
1661454876321,-22.841183,-47.05434
1661454881380,-22.841183,-47.054337
1661454886385,-22.841183,-47.05434
1661454891333,-22.841185,-47.054333
1661454896367,-22.841183,-47.054333
1661454901428,-22.841177,-47.054337
1661454906454,-22.841177,-47.054337
1661454911451,-22.841179,-47.05434
1661454916432,-22.841177,-47.054337
1661454921504,-22.841177,-47.054337
1661454926505,-22.841175,-47.054337
1661454931524,-22.841175,-47.054337
1661454936458,-22.841175,-47.054337
1661454941478,-22.841177,-47.05434
1661454946569,-22.841175,-47.054337
1661454951551,-22.841177,-47.054337
1661454956649,-22.841175,-47.054337
1661454961593,-22.841175,-47.054337
1661454966485,-22.841175,-47.054337
1661454971523,-22.841175,-47.054337
1661454976519,-22.841175,-47.054337
1661454981531,-22.841175,-47.054337
1661454986567,-22.841175,-47.054337
1661454991600,-22.841175,-47.054337
1661454996607,-22.841175,-47.054337
1661455001635,-22.841175,-47.054337
1661455006636,-22.841175,-47.054337
1661455011645,-22.841177,-47.054337
1661455016602,-22.841179,-47.054333
1661455021597,-22.841177,-47.054337
1661455026619,-22.841175,-47.054337
1661455031624,-22.841177,-47.054337
1661455036639,-22.841175,-47.054337
1661455041637,-22.841177,-47.054333
1661455046649,-22.841177,-47.054337
1661455051713,-22.841177,-47.054333
1661455056662,-22.841177,-47.05434
1661455061680,-22.841175,-47.054337
1661455070699,-22.841175,-47.054337
1661455075762,-22.841179,-47.054333
1661455080708,-22.841177,-47.054337
1661455085711,-22.841175,-47.054337
1661455090767,-22.841179,-47.05434
1661455095729,-22.841179,-47.054333
1661455100746,-22.841179,-47.054333
1661455105753,-22.841177,-47.054337
1661455110760,-22.841177,-47.05434
1661455115751,-22.841177,-47.054337
1661455120799,-22.841175,-47.054337
1661455125831,-22.841175,-47.054337
1661455130783,-22.841179,-47.054333
1661455135799,-22.841179,-47.054333
1661455140793,-22.841173,-47.054337
1661455145813,-22.841175,-47.054337
1661455150867,-22.841177,-47.054337
1661455155850,-22.841177,-47.054337
1661455160844,-22.84117,-47.054337
1661455165942,-22.841177,-47.054337
1661455166000,-22.84118,-47.05434
1661455167000,-22.841183,-47.05434
1661455168000,-22.841183,-47.05434
1661455170000,-22.841187,-47.054337
1661455170933,-22.841185,-47.05434
1661455171000,-22.841188,-47.054337
1661455172000,-22.841188,-47.054337
1661455173000,-22.84119,-47.054337
1661455175000,-22.841188,-47.05434
1661455175915,-22.841188,-47.054337
1661455176000,-22.841187,-47.05434
1661455177000,-22.841187,-47.05434
1661455178000,-22.841185,-47.05434
1661455180000,-22.841185,-47.05434
1661455180894,-22.841185,-47.05434
1661455181000,-22.841187,-47.05434
1661455182000,-22.841188,-47.05434
1661455183000,-22.841188,-47.05434
1661455185000,-22.841192,-47.054344
1661455185911,-22.84119,-47.054344
1661455186000,-22.841194,-47.054344
1661455187000,-22.841192,-47.054348
1661455188000,-22.84119,-47.054348
1661455190000,-22.841194,-47.054337
1661455190918,-22.84119,-47.05434
1661455191000,-22.841196,-47.054333
1661455192000,-22.8412,-47.05433
1661455193000,-22.841202,-47.054325
1661455195000,-22.841202,-47.05433
1661455195912,-22.8412,-47.05433
1661455196000,-22.841198,-47.054333
1661455197000,-22.841196,-47.054333
1661455198000,-22.841194,-47.054337
1661455200000,-22.841198,-47.054337
1661455200950,-22.841196,-47.054337
1661455201000,-22.841202,-47.054337
1661455202000,-22.841208,-47.054337
1661455203000,-22.841228,-47.054348
1661455205000,-22.841228,-47.05436
1661455205975,-22.84123,-47.054356
1661455206000,-22.841217,-47.05437
1661455207000,-22.841208,-47.05438
1661455208000,-22.841194,-47.054386
1661455210000,-22.841164,-47.0544
1661455210964,-22.841175,-47.054398
1661455211000,-22.84115,-47.054405
1661455212000,-22.841139,-47.05441
1661455213000,-22.841122,-47.054413
1661455214000,-22.841108,-47.054417
1661455215000,-22.841095,-47.054417
1661455216000,-22.841085,-47.054417
1661455217000,-22.841076,-47.05442
1661455218000,-22.841068,-47.054424
1661455219000,-22.84106,-47.054424
1661455220000,-22.841057,-47.054424
1661455221000,-22.841055,-47.05442
1661455222000,-22.841053,-47.054417
1661455223000,-22.841051,-47.054417
1661455224000,-22.84105,-47.054417
1661455225000,-22.841047,-47.054413
1661455226000,-22.84104,-47.054417
1661455227000,-22.841034,-47.054417
1661455228000,-22.841026,-47.054417
1661455229000,-22.84102,-47.05442
1661455230000,-22.841019,-47.054417
1661455231000,-22.841019,-47.054417
1661455232000,-22.841019,-47.054413
1661455233000,-22.841019,-47.054413
1661455234000,-22.84102,-47.054413
1661455235000,-22.84102,-47.05441
1661455236000,-22.841024,-47.054398
1661455237000,-22.841024,-47.054398
1661455238000,-22.841026,-47.054394
1661455239000,-22.841028,-47.054394
1661455240000,-22.84103,-47.05439
1661455241000,-22.841032,-47.05439
1661455242000,-22.841034,-47.05439
1661455243000,-22.841038,-47.054386
1661455244000,-22.84104,-47.054386
1661455245000,-22.841053,-47.054382
1661455246000,-22.841057,-47.054382
1661455247000,-22.841059,-47.054382
1661455247999,-22.84106,-47.054382
1661455248999,-22.841064,-47.054382
1661455249999,-22.841066,-47.05438
1661455250999,-22.841066,-47.05438
1661455251999,-22.841068,-47.05438
1661455252999,-22.841068,-47.05438
1661455253999,-22.84107,-47.05438
1661455254999,-22.841072,-47.05438
1661455255999,-22.84107,-47.05438
1661455256999,-22.84107,-47.054382
1661455257999,-22.84107,-47.054382
1661455258999,-22.84107,-47.054382
1661455259999,-22.841072,-47.05438
1661455260999,-22.841072,-47.05438
1661455261999,-22.841074,-47.05438
1661455262999,-22.841074,-47.05438
1661455263999,-22.841076,-47.05438
1661455264999,-22.841078,-47.054375
1661455265999,-22.84108,-47.054375
1661455266999,-22.84108,-47.054375
1661455267999,-22.841082,-47.054375
1661455268999,-22.841082,-47.054375
1661455269999,-22.841084,-47.054375
1661455270999,-22.841084,-47.054375
1661455271999,-22.84108,-47.05438
1661455272999,-22.841076,-47.05438
1661455273999,-22.841074,-47.054386
1661455274999,-22.841072,-47.05439
1661455275999,-22.841076,-47.054394
1661455276999,-22.841076,-47.054398
1661455277999,-22.841076,-47.0544
1661455278999,-22.841074,-47.0544
1661455279999,-22.84108,-47.05439
1661455280999,-22.841078,-47.05439
1661455281999,-22.84108,-47.054386
1661455282999,-22.84108,-47.054386
1661455283999,-22.84108,-47.054386
1661455284999,-22.841055,-47.05439
1661455285999,-22.841045,-47.054394
1661455286999,-22.841036,-47.054398
1661455287999,-22.84103,-47.0544
1661455288999,-22.841024,-47.054413
1661455289999,-22.84102,-47.05442
1661455290999,-22.841019,-47.05443
1661455291999,-22.841019,-47.05443
1661455292999,-22.84102,-47.05443
1661455293999,-22.841017,-47.054432
1661455294999,-22.841017,-47.054436
1661455295999,-22.841017,-47.054436
1661455296999,-22.841017,-47.05444
1661455297999,-22.841022,-47.054443
1661455298999,-22.841055,-47.05443
1661455299999,-22.841082,-47.05442
1661455300999,-22.8411,-47.05441
1661455301999,-22.841108,-47.054405
1661455302999,-22.841105,-47.0544
1661455303999,-22.841099,-47.054405
1661455304999,-22.841095,-47.054405
1661455305999,-22.841093,-47.054405
1661455306999,-22.841095,-47.054405
1661455307999,-22.8411,-47.054405
1661455308999,-22.841112,-47.054398
1661455309999,-22.841127,-47.054382
1661455310999,-22.841143,-47.05437
1661455311999,-22.84116,-47.05436
1661455312999,-22.841173,-47.05435
1661455313999,-22.841188,-47.05434
1661455314999,-22.841208,-47.054317
1661455315999,-22.841228,-47.054295
1661455316999,-22.841244,-47.05428
1661455317999,-22.841251,-47.05427
1661455318999,-22.841251,-47.05427
1661455319999,-22.84125,-47.054276
1661455320999,-22.84125,-47.05428
1661455321999,-22.84125,-47.05428
1661455322999,-22.84125,-47.05428
1661455323999,-22.841248,-47.05428
1661455325999,-22.841248,-47.054283
1661455326704,-22.84125,-47.05428
1661455326999,-22.841248,-47.054283
1661455327999,-22.841248,-47.054283
1661455328999,-22.841248,-47.054283
1661455330999,-22.841259,-47.05427
1661455331955,-22.841251,-47.05428
1661455331999,-22.841269,-47.054264
1661455332999,-22.841276,-47.054256
1661455333999,-22.841286,-47.054253
1661455335999,-22.841297,-47.054237
1661455336962,-22.841293,-47.05424
1661455336999,-22.841301,-47.054234
1661455337999,-22.841305,-47.05423
1661455338999,-22.841307,-47.054226
1661455340999,-22.841307,-47.054222
1661455341980,-22.841307,-47.054226
1661455341999,-22.841309,-47.054226
1661455342999,-22.841309,-47.054226
1661455343999,-22.84131,-47.054222
1661455344999,-22.841314,-47.05422
1661455345999,-22.841318,-47.05421
1661455346999,-22.841324,-47.05419
1661455347999,-22.84131,-47.054165
1661455348999,-22.841291,-47.054134
1661455350999,-22.841227,-47.054066
1661455351740,-22.841276,-47.05412
1661455351999,-22.84118,-47.054024
1661455352999,-22.84113,-47.053978
1661455353999,-22.841076,-47.05393
1661455354999,-22.84102,-47.053883
1661455355999,-22.840965,-47.05383
1661455356999,-22.8409,-47.053802
1661455357999,-22.840822,-47.05379
1661455358999,-22.840744,-47.053818
1661455359999,-22.840666,-47.053844
1661455360999,-22.840584,-47.05387
1661455361999,-22.840498,-47.053894
1661455362999,-22.840414,-47.05391
1661455363999,-22.840324,-47.05392
1661455364999,-22.840237,-47.053925
1661455365999,-22.840155,-47.053936
1661455366999,-22.840078,-47.053944
1661455367999,-22.840014,-47.053925
1661455368999,-22.83996,-47.053894
1661455369999,-22.839907,-47.053852
1661455370999,-22.839853,-47.05381
1661455371999,-22.839798,-47.053772
1661455372999,-22.839743,-47.05373
1661455373999,-22.839693,-47.05369
1661455374999,-22.83965,-47.053658
1661455375999,-22.83961,-47.053646
1661455376999,-22.839561,-47.05363
1661455377999,-22.839504,-47.05361
1661455378999,-22.839437,-47.05358
1661455379999,-22.839365,-47.053547
1661455380999,-22.839281,-47.053528
1661455381999,-22.839205,-47.05351
1661455382999,-22.839127,-47.053493
1661455383999,-22.839039,-47.05348
1661455384999,-22.83894,-47.05346
1661455385999,-22.83883,-47.053448
1661455386999,-22.838724,-47.053436
1661455387999,-22.838614,-47.05343
1661455388999,-22.838505,-47.05342
1661455389999,-22.838402,-47.053413
1661455390999,-22.838305,-47.05341
1661455391999,-22.838215,-47.05342
1661455392999,-22.83812,-47.05344
1661455393999,-22.838015,-47.053455
1661455394999,-22.83791,-47.05347
1661455395999,-22.837822,-47.053486
1661455396999,-22.837753,-47.0535
1661455397999,-22.83771,-47.053513
1661455398999,-22.837679,-47.053528
1661455399999,-22.83766,-47.05355
1661455400999,-22.83765,-47.0536
1661455401999,-22.837656,-47.053677
1661455402999,-22.837673,-47.053757
1661455403999,-22.837704,-47.05385
1661455404999,-22.837753,-47.05396
1661455405999,-22.837788,-47.05404
1661455406999,-22.83783,-47.05413
1661455407999,-22.837875,-47.054226
1661455408999,-22.837923,-47.05432
1661455409999,-22.837961,-47.054405
1661455410999,-22.837996,-47.05448
1661455411999,-22.83803,-47.05456
1661455412999,-22.838064,-47.054653
1661455413999,-22.838102,-47.05475
1661455414999,-22.838142,-47.054844
1661455415999,-22.838177,-47.05493
1661455416999,-22.838198,-47.055
1661455417999,-22.838198,-47.05506
1661455418999,-22.838173,-47.055115
1661455419999,-22.838114,-47.055157
1661455420999,-22.838036,-47.055183
1661455421999,-22.837927,-47.055176
1661455422999,-22.837826,-47.055172
1661455423999,-22.837736,-47.05518
1661455424999,-22.837637,-47.055195
1661455425999,-22.837536,-47.055206
1661455426999,-22.837427,-47.05522
1661455427999,-22.837315,-47.055237
1661455428999,-22.8372,-47.055256
1661455429999,-22.837088,-47.05527
1661455430999,-22.836973,-47.055286
1661455431999,-22.836855,-47.055305
1661455432999,-22.836733,-47.055325
1661455433999,-22.83662,-47.055347
1661455434999,-22.836504,-47.05537
1661455435999,-22.83639,-47.055397
1661455436999,-22.836273,-47.055416
1661455437999,-22.836164,-47.055435
1661455438999,-22.83607,-47.055443
1661455439999,-22.835989,-47.055428
1661455440999,-22.83593,-47.055393
1661455441999,-22.835886,-47.05534
1661455442999,-22.83585,-47.05527
1661455443999,-22.835815,-47.055202
1661455444999,-22.835775,-47.055145
1661455445999,-22.835732,-47.05511
1661455446999,-22.835676,-47.055096
1661455447999,-22.835613,-47.05511
1661455448999,-22.835548,-47.055145
1661455449999,-22.835482,-47.055195
1661455450999,-22.835411,-47.055264
1661455451999,-22.83534,-47.055347
1661455452999,-22.835268,-47.05544
1661455453999,-22.835207,-47.055546
1661455454999,-22.83516,-47.055664
1661455455999,-22.835127,-47.05579
1661455456999,-22.835098,-47.055923
1661455457999,-22.83507,-47.05606
1661455458999,-22.835043,-47.0562
1661455459999,-22.835014,-47.05634
1661455460999,-22.834982,-47.056477
1661455461999,-22.834938,-47.056606
1661455462999,-22.834885,-47.056736
1661455463999,-22.834822,-47.05686
1661455464999,-22.834759,-47.056984
1661455465999,-22.8347,-47.057083
1661455466999,-22.834652,-47.057167
1661455467999,-22.834616,-47.057228
1661455468999,-22.834585,-47.057278
1661455469999,-22.834557,-47.05733
1661455470999,-22.834518,-47.057404
1661455471999,-22.834467,-47.05749
1661455472999,-22.834414,-47.05758
1661455473999,-22.83435,-47.05768
1661455474999,-22.834282,-47.05778
1661455475999,-22.834215,-47.057896
1661455476999,-22.834154,-47.058002
1661455477999,-22.834103,-47.058094
1661455478999,-22.834066,-47.058163
1661455479999,-22.834036,-47.05822
1661455480999,-22.834005,-47.058277
1661455481999,-22.833977,-47.05834
1661455482999,-22.833944,-47.05841
1661455483999,-22.833904,-47.05849
1661455484999,-22.83386,-47.058586
1661455485999,-22.833807,-47.058693
1661455486999,-22.833748,-47.05881
1661455487999,-22.833687,-47.058926
1661455488999,-22.83363,-47.059036
1661455489999,-22.833572,-47.059143
1661455490999,-22.833513,-47.05925
1661455491999,-22.833454,-47.059353
1661455492999,-22.83339,-47.059452
1661455493999,-22.833313,-47.059544
1661455494999,-22.833227,-47.059624
1661455495999,-22.833145,-47.05969
1661455496999,-22.833061,-47.059742
1661455497999,-22.832983,-47.05978
1661455498999,-22.832903,-47.05981
1661455499999,-22.832834,-47.059837
1661455500999,-22.832779,-47.05986
1661455501999,-22.832727,-47.059887
1661455502999,-22.832674,-47.059917
1661455503999,-22.832623,-47.05995
1661455504999,-22.832567,-47.059998
1661455505999,-22.832523,-47.060047
1661455506999,-22.83249,-47.06011
1661455507999,-22.832466,-47.06017
1661455508999,-22.832453,-47.060238
1661455509999,-22.832449,-47.06031
1661455510999,-22.832457,-47.060383
