Timestamp,Latitude,Longitude
1656069771519,-22.832954,-47.077053
1656069771521,-22.83294,-47.07706
1656069779000,-22.832739,-47.077137
1656069780000,-22.832712,-47.077095
1656069781000,-22.832697,-47.077003
1656069782000,-22.832687,-47.077003
1656069783000,-22.832684,-47.077007
1656069784000,-22.832682,-47.077015
1656069785000,-22.83268,-47.07702
1656069787268,-22.83268,-47.07703
1656069787847,-22.83268,-47.07703
1656069788528,-22.83268,-47.07703
1656069790367,-22.832676,-47.077026
1656069790985,-22.832672,-47.077023
1656069792147,-22.832664,-47.077003
1656069793326,-22.83266,-47.077
1656069794566,-22.832651,-47.076992
1656069795000,-22.832644,-47.076996
1656069796694,-22.832644,-47.076996
1656069797000,-22.832642,-47.076996
1656069798000,-22.83264,-47.076996
1656069799000,-22.83264,-47.076996
1656069800000,-22.832636,-47.076996
1656069801000,-22.832636,-47.076996
1656069802000,-22.832638,-47.076992
1656069803000,-22.832638,-47.076992
1656069804000,-22.83264,-47.076992
1656069805000,-22.832642,-47.076992
1656069806000,-22.832644,-47.076992
1656069807000,-22.832645,-47.076992
1656069808000,-22.832647,-47.076992
1656069809000,-22.832651,-47.076992
1656069810000,-22.832653,-47.076996
1656069811000,-22.832655,-47.076996
1656069812000,-22.832657,-47.076992
1656069813000,-22.83266,-47.076996
1656069814000,-22.832664,-47.076996
1656069815000,-22.832664,-47.076996
1656069816000,-22.832666,-47.076996
1656069817000,-22.832666,-47.076996
1656069818000,-22.832666,-47.076996
1656069819000,-22.832666,-47.076996
1656069820000,-22.832666,-47.076996
1656069821000,-22.832666,-47.076996
1656069822000,-22.832666,-47.076996
1656069823000,-22.832666,-47.076996
1656069824000,-22.832666,-47.076992
1656069825000,-22.832664,-47.076992
1656069826981,-22.832664,-47.076992
1656069827000,-22.832664,-47.07699
1656069828000,-22.83266,-47.07698
1656069830000,-22.832659,-47.076992
1656069830185,-22.832659,-47.076984
1656069832467,-22.83265,-47.077003
1656069833000,-22.832645,-47.077003
1656069834000,-22.832642,-47.077007
1656069835000,-22.83264,-47.07701
1656069837000,-22.832638,-47.077015
1656069837091,-22.832638,-47.077015
1656069838000,-22.83264,-47.077015
1656069839000,-22.832642,-47.077007
1656069840000,-22.832644,-47.077003
1656069841000,-22.832645,-47.077003
1656069843000,-22.832647,-47.077003
1656069844000,-22.832645,-47.077003
1656069845000,-22.832645,-47.077003
1656069846000,-22.832645,-47.077003
1656069847000,-22.832642,-47.077007
1656069848000,-22.832642,-47.077007
1656069849000,-22.832642,-47.077007
1656069850000,-22.832644,-47.077007
1656069851000,-22.832644,-47.077003
1656069852000,-22.832645,-47.077
1656069853000,-22.832647,-47.077
1656069854000,-22.832647,-47.077
1656069855000,-22.832647,-47.077
1656069857000,-22.83265,-47.076996
1656069857302,-22.83265,-47.076996
1656069858000,-22.83265,-47.077
1656069859000,-22.83265,-47.077
1656069860000,-22.83265,-47.077
1656069862000,-22.832651,-47.076996
1656069862325,-22.832651,-47.076996
1656069863000,-22.832651,-47.076996
1656069864000,-22.832653,-47.076992
1656069865000,-22.832653,-47.076992
1656069866000,-22.832655,-47.07699
1656069867000,-22.83281,-47.076954
1656069868000,-22.83281,-47.076954
1656069869000,-22.83281,-47.076954
1656069870000,-22.832808,-47.076954
1656069871000,-22.83268,-47.077053
1656069872000,-22.83268,-47.077053
1656069873000,-22.83268,-47.077057
1656069874000,-22.83268,-47.07706
1656069876000,-22.832684,-47.07706
1656069877000,-22.832743,-47.076843
1656069878000,-22.832743,-47.076843
1656069880608,-22.832747,-47.07684
1656069881186,-22.83275,-47.076836
1656069882452,-22.832752,-47.076828
1656069883000,-22.832754,-47.076824
1656069885000,-22.832758,-47.076817
1656069886000,-22.832762,-47.076817
1656069888629,-22.83276,-47.076817
1656069889345,-22.832758,-47.076817
1656069890000,-22.832756,-47.076817
1656069891000,-22.832752,-47.076817
1656069892000,-22.832748,-47.07682
1656069893000,-22.832739,-47.076824
1656069894325,-22.832737,-47.076824
1656069896000,-22.832726,-47.07683
1656069898000,-22.832726,-47.076862
1656069899547,-22.832726,-47.076866
1656069900000,-22.832726,-47.07687
1656069901327,-22.832727,-47.076874
1656069902000,-22.83273,-47.076874
1656069903000,-22.832733,-47.076878
1656069904000,-22.832735,-47.076878
1656069905000,-22.832712,-47.076916
1656069906000,-22.83269,-47.076946
1656069907000,-22.83267,-47.07696
1656069908000,-22.832623,-47.07698
1656069909000,-22.832617,-47.07698
1656069910000,-22.832607,-47.07698
1656069911000,-22.832603,-47.076977
1656069912000,-22.8326,-47.076977
1656069913000,-22.832594,-47.076977
1656069914000,-22.832594,-47.07698
1656069915000,-22.832592,-47.07698
1656069916000,-22.832592,-47.07698
1656069917000,-22.832592,-47.076984
1656069918608,-22.832592,-47.076984
1656069919000,-22.832592,-47.076984
1656069920000,-22.832594,-47.07699
1656069921000,-22.832594,-47.07699
1656069922000,-22.832594,-47.07699
1656069923000,-22.832596,-47.07701
1656069924000,-22.832596,-47.07701
1656069925000,-22.832596,-47.07701
1656069926000,-22.832596,-47.077015
1656069927000,-22.832596,-47.077015
1656069928000,-22.832596,-47.077015
1656069929000,-22.832596,-47.077015
1656069930000,-22.832596,-47.077015
1656069931000,-22.832596,-47.07701
1656069932000,-22.832596,-47.07701
1656069933000,-22.832596,-47.077015
1656069934000,-22.832596,-47.077015
1656069935000,-22.832596,-47.077015
1656069936000,-22.832596,-47.077015
1656069937000,-22.832596,-47.077015
1656069938000,-22.832596,-47.077015
1656069939000,-22.832596,-47.077015
1656069940000,-22.832596,-47.077015
1656069941000,-22.832596,-47.077015
1656069942000,-22.832596,-47.077015
1656069943000,-22.832596,-47.077015
1656069944000,-22.832596,-47.077015
1656069945000,-22.832596,-47.077015
1656069946000,-22.832596,-47.077015
1656069947000,-22.832596,-47.077015
1656069948000,-22.832596,-47.077015
1656069949000,-22.832596,-47.077015
1656069950000,-22.832596,-47.077015
1656069951000,-22.832596,-47.077015
1656069952000,-22.832596,-47.077015
1656069953000,-22.832596,-47.077015
1656069954000,-22.832596,-47.077015
1656069955000,-22.832596,-47.077015
1656069956000,-22.832596,-47.077015
1656069957000,-22.832596,-47.077015
1656069958622,-22.832596,-47.077015
1656069959000,-22.832596,-47.077015
1656069960000,-22.832596,-47.077015
1656069961000,-22.832596,-47.077015
1656069962000,-22.832596,-47.077015
1656069963000,-22.832596,-47.077015
1656069964000,-22.832596,-47.077015
1656069965000,-22.832596,-47.077015
1656069966000,-22.832596,-47.077015
1656069967000,-22.832596,-47.077015
1656069968000,-22.832596,-47.077015
1656069969000,-22.832596,-47.077015
1656069970000,-22.832596,-47.077015
1656069971000,-22.832596,-47.077015
1656069972000,-22.832596,-47.077015
1656069973000,-22.832596,-47.077015
1656069974000,-22.832596,-47.077015
1656069975000,-22.832596,-47.077015
1656069976000,-22.832596,-47.077015
1656069977000,-22.832596,-47.077015
1656069978750,-22.832596,-47.077015
1656069979000,-22.832596,-47.077015
1656069980000,-22.832596,-47.077015
1656069981000,-22.832596,-47.077015
1656069982000,-22.832596,-47.077015
1656069983774,-22.832596,-47.077015
1656069984000,-22.832596,-47.077015
1656069985000,-22.832596,-47.077015
1656069986000,-22.832596,-47.077015
1656069987000,-22.832596,-47.077015
1656069988000,-22.832596,-47.077015
1656069989000,-22.832596,-47.077015
1656069990000,-22.832596,-47.077015
1656069991000,-22.832596,-47.077015
1656069992000,-22.832596,-47.077015
1656069993000,-22.832596,-47.077015
1656069994000,-22.832596,-47.077015
1656069995000,-22.832596,-47.077015
1656069996000,-22.832596,-47.077015
1656069997000,-22.832596,-47.077015
1656069998000,-22.832596,-47.077015
1656069999000,-22.832596,-47.077015
1656070000000,-22.832596,-47.077015
1656070001000,-22.832596,-47.077015
1656070002000,-22.832596,-47.077015
1656070003000,-22.832596,-47.077015
1656070004000,-22.832596,-47.077015
1656070005000,-22.832596,-47.077015
1656070006000,-22.832596,-47.077015
1656070007000,-22.832596,-47.077015
1656070008000,-22.832596,-47.077015
1656070009000,-22.832596,-47.077015
1656070010000,-22.832596,-47.077015
1656070011000,-22.832596,-47.077015
1656070012000,-22.832596,-47.077015
1656070013000,-22.832596,-47.077015
1656070014000,-22.832596,-47.077015
1656070015000,-22.832596,-47.077015
1656070016000,-22.832596,-47.077015
1656070017000,-22.832596,-47.077015
1656070018000,-22.832596,-47.077015
1656070019000,-22.832596,-47.077015
1656070020000,-22.832596,-47.077015
1656070021000,-22.832596,-47.077015
1656070022000,-22.832596,-47.077015
1656070023000,-22.832596,-47.077015
1656070024000,-22.832596,-47.077015
1656070025000,-22.832596,-47.077015
1656070026000,-22.832596,-47.077015
1656070027000,-22.832596,-47.077015
1656070028000,-22.832596,-47.077015
1656070029000,-22.832596,-47.077015
1656070030000,-22.832596,-47.077015
1656070031000,-22.832596,-47.07701
1656070032000,-22.832598,-47.077007
1656070033000,-22.8326,-47.077
1656070034000,-22.832603,-47.07699
1656070035000,-22.832605,-47.07698
1656070036000,-22.832607,-47.07697
1656070037000,-22.83261,-47.07696
1656070038000,-22.832598,-47.077007
1656070039000,-22.832596,-47.07701
1656070040000,-22.832596,-47.077015
1656070041000,-22.832596,-47.077015
1656070042000,-22.832596,-47.077015
1656070043000,-22.832596,-47.077015
1656070044000,-22.832598,-47.077007
1656070045000,-22.8326,-47.077003
1656070046000,-22.832596,-47.07701
1656070047000,-22.832596,-47.07701
1656070048000,-22.832596,-47.077015
1656070049000,-22.832596,-47.077015
1656070050000,-22.832596,-47.077015
1656070051000,-22.832596,-47.077015
1656070052000,-22.832596,-47.077015
1656070053000,-22.832596,-47.077015
1656070054000,-22.832596,-47.077015
1656070055000,-22.832596,-47.077015
1656070056000,-22.832596,-47.077015
1656070057000,-22.832596,-47.077015
1656070058000,-22.832596,-47.077015
1656070059000,-22.832598,-47.07701
1656070060000,-22.832602,-47.077007
1656070061000,-22.832596,-47.07701
1656070062000,-22.8326,-47.077007
1656070063000,-22.832603,-47.077003
1656070064000,-22.83261,-47.076996
1656070065000,-22.832598,-47.07701
1656070066000,-22.832602,-47.077007
1656070067000,-22.832607,-47.076996
1656070068000,-22.832613,-47.07699
1656070069000,-22.832611,-47.076992
1656070070000,-22.83261,-47.076996
1656070071000,-22.832598,-47.07701
1656070072000,-22.832596,-47.07701
1656070073000,-22.832596,-47.077015
1656070074000,-22.832596,-47.077015
1656070075000,-22.832596,-47.077015
1656070076000,-22.832596,-47.077015
1656070077000,-22.832596,-47.077015
1656070078000,-22.832596,-47.077015
1656070079000,-22.832596,-47.077015
1656070080000,-22.832596,-47.077015
1656070081000,-22.832596,-47.077015
1656070082000,-22.832596,-47.077015
1656070083000,-22.832596,-47.077015
1656070084000,-22.832596,-47.077015
1656070085000,-22.832596,-47.077015
1656070086000,-22.832596,-47.077015
1656070087000,-22.832596,-47.077015
1656070088000,-22.832596,-47.077015
1656070089835,-22.832596,-47.077015
1656070090000,-22.832596,-47.077015
1656070091000,-22.832596,-47.077015
1656070092000,-22.832596,-47.077015
1656070093000,-22.832596,-47.077015
1656070094000,-22.832596,-47.077015
1656070095000,-22.832596,-47.077015
1656070096000,-22.832596,-47.077015
1656070097000,-22.832596,-47.077015
1656070098000,-22.832596,-47.077015
1656070099694,-22.832596,-47.077015
1656070100000,-22.832596,-47.077015
1656070101000,-22.832596,-47.077015
1656070102000,-22.832596,-47.077015
1656070103000,-22.832596,-47.077015
1656070104000,-22.832596,-47.077015
1656070105000,-22.832596,-47.077015
1656070106000,-22.832596,-47.077015
1656070107000,-22.832596,-47.077015
1656070108000,-22.832596,-47.077015
1656070109000,-22.832596,-47.077015
1656070110000,-22.832596,-47.077015
1656070111000,-22.832596,-47.077015
1656070112000,-22.832596,-47.077015
1656070113000,-22.832596,-47.077015
1656070114000,-22.832596,-47.077015
1656070115000,-22.832596,-47.077015
1656070116000,-22.832596,-47.077015
1656070117000,-22.832596,-47.077015
1656070118000,-22.832596,-47.077015
1656070119000,-22.832596,-47.077015
1656070120000,-22.832596,-47.077015
1656070121000,-22.832548,-47.076775
1656070122000,-22.832546,-47.07677
